MFSTKEY             ,STATUS,LASTUPDATE    ,MFSTNUMBER,POWERUNIT ,STOP  ,MFSTDATE,PRONUMBER ,PRODATE ,SHIPNAME                      ,CONSNAME                      ,CONSADD1                      ,CONSADD2                      ,CONSCITY            ,CONSSTATE,CONSZIP,TTLPCS,TTLYDS,TTLWGT,DLVDDATE,DLVDTIME,DLVDPCS,DLVDSIGN                                ,DLVDNOTE                      ,DLVDIMGFILELOCN               ,DLVDIMGFILESIGN               
952X021624011       ,0,20240201123000,952X021624,952       ,11,02162024,41749569  ,02102024,DIXIE HOME/MASLAND            ,CREATIVE FLOORS INC           ,850 S FRONTENAC ST            ,                              ,AURORA              ,IL       ,60504  ,1,13,63,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624012       ,0,20240201123000,952X021624,952       ,12,02162024,41750231  ,02142024,DIXIE HOME/MASLAND            ,THE FLOORING GUYS             ,907 S. RIVER STREET           ,                              ,AURORA              ,IL       ,60506  ,1,23,131,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624013       ,0,20240201123000,952X021624,952       ,13,02162024,13950902  ,02092024,ENGINEERED FLOORS             ,DOUGLAS FLOOR COVERING INC    ,200 ALDER DRIVE               ,                              ,NORTH AURORA        ,IL       ,60542  ,1,139,2300,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624014       ,0,20240201123000,952X021624,952       ,14,02162024,41749011  ,02082024,DIXIE HOME/MASLAND            ,DOUGLAS FLOOR COVERING INC    ,200 ALDER DRIVE               ,                              ,NORTH AURORA        ,IL       ,60542  ,1,90,698,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624015       ,0,20240201123000,952X021624,952       ,15,02162024,66838862  ,02072024,STANTON CARPET                ,CARLSONS FLOORS/WAREHOUSE     ,"2600 KESLINGER ROAD, UNIT J   ",                              ,GENEVA              ,IL       ,60134  ,2,106,644,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624016       ,0,20240201123000,952X021624,952       ,16,02162024,41750186  ,02142024,DIXIE HOME/MASLAND            ,CARLSONS FLOORS/WAREHOUSE     ,"2600 KESLINGER ROAD, UNIT J   ",                              ,GENEVA              ,IL       ,60134  ,2,30,242,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624017       ,0,20240201123000,952X021624,952       ,17,02162024,68665768  ,02122024,STANTON CARPET                ,CARLSONS FLOORS/WAREHOUSE     ,"2600 KESLINGER ROAD, UNIT J   ",                              ,GENEVA              ,IL       ,60134  ,1,110,447,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624018       ,0,20240201123000,952X021624,952       ,18,02162024,68976199  ,02092024,DEDICATED LLC/FABRICA WHSE    ,CARLSONS FLOORS/WAREHOUSE     ,"2600 KESLINGER ROAD, UNIT J   ",                              ,GENEVA              ,IL       ,60134  ,2,86,533,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624019       ,0,20240201123000,952X021624,952       ,19,02162024,41749204  ,02092024,DIXIE HOME/MASLAND            ,CARLSONS FLOORS/WAREHOUSE     ,"2600 KESLINGER ROAD, UNIT J   ",                              ,GENEVA              ,IL       ,60134  ,1,71,454,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624020       ,0,20240201123000,952X021624,952       ,20,02162024,13950894  ,02092024,ENGINEERED FLOORS             ,LEGENDARY FLOORING            ,2000 GARY LN                  ,                              ,GENEVA              ,IL       ,60134  ,2,62,964,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624021       ,0,20240201123000,952X021624,952       ,21,02162024,13880937  ,02072024,ENGINEERED FLOORS             ,U SAVE FLOORING INC           ,DBA/FLOORING AMERICA          ,435 STEVENS ST UNIT B         ,GENEVA              ,IL       ,60134  ,3,389,1560,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624022       ,0,20240201123000,952X021624,952       ,22,02162024,13790239  ,02132024,ENGINEERED FLOORS             ,SILVAS CARPET FLOORING        ,861 N LIBERTY                 ,                              ,ELGIN               ,IL       ,60120  ,1,43,142,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624023       ,0,20240201123000,952X021624,952       ,23,02162024,13790318  ,02152024,ENGINEERED FLOORS             ,CHALLENGE MANAGEMENT          ,DBA ROGERS FLOORING           ,1987 FRANCISCAN WAY           ,WEST CHICAGO        ,IL       ,60185  ,1,97,492,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624024       ,0,20240201123000,952X021624,952       ,24,02162024,13790240  ,02132024,ENGINEERED FLOORS             ,CHALLENGE MANAGEMENT          ,DBA ROGERS FLOORING           ,1987 FRANCISCAN WAY           ,WEST CHICAGO        ,IL       ,60185  ,1,34,191,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
952X021624025       ,0,20240201123000,952X021624,952       ,25,02162024,66839563  ,02072024,PF HARRIS MANUFACTURING       ,THE HOME DEPOT PRO            ,1100 N LOMBARD RD             ,                              ,LOMBARD             ,IL       ,60148  ,3,0,4320,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624001       ,0,20240201123000,953X021624,953       ,1,02162024,66841171  ,02132024,DEDICATED LLC/FABRICA WHSE    ,DESITTER CARPET & RUG INC     ,1 TIMBER COURTE               ,SUITE 100                     ,BOLINGBROOK         ,IL       ,60440  ,1,47,263,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624002       ,0,20240201123000,953X021624,953       ,2,02162024,13790282  ,02142024,ENGINEERED FLOORS             ,DESITTER CARPET & RUG INC     ,1 TIMBER COURTE               ,SUITE 100                     ,BOLINGBROOK         ,IL       ,60440  ,1,51,324,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624003       ,0,20240201123000,953X021624,953       ,3,02162024,13790251  ,02132024,ENGINEERED FLOORS             ,DESITTER CARPET & RUG INC     ,1 TIMBER COURTE               ,SUITE 100                     ,BOLINGBROOK         ,IL       ,60440  ,1,74,281,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624004       ,0,20240201123000,953X021624,953       ,4,02162024,41749751  ,02132024,DIXIE HOME/MASLAND            ,DESITTER CARPET & RUG INC     ,1 TIMBER COURTE               ,SUITE 100                     ,BOLINGBROOK         ,IL       ,60440  ,1,17,91,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624005       ,0,20240201123000,953X021624,953       ,5,02162024,68976553  ,02092024,DEDICATED LLC/FABRICA WHSE    ,DESITTER CARPET & RUG INC     ,1 TIMBER COURTE               ,SUITE 100                     ,BOLINGBROOK         ,IL       ,60440  ,2,118,759,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624006       ,0,20240201123000,953X021624,953       ,6,02162024,68976637  ,02092024,DEDICATED LLC/FABRICA WHSE    ,DESITTER CARPET & RUG INC     ,1 TIMBER COURTE               ,SUITE 100                     ,BOLINGBROOK         ,IL       ,60440  ,1,47,395,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624007       ,0,20240201123000,953X021624,953       ,7,02162024,68980803  ,02092024,CALHOUN DISTRIBUTION/PRESTIGE ,DESITTER CARPET & RUG INC     ,1 TIMBER COURTE               ,SUITE 100                     ,BOLINGBROOK         ,IL       ,60440  ,1,29,147,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624008       ,0,20240201123000,953X021624,953       ,8,02162024,68813558  ,02072024,TARKETT                       ,KINGSTON TILE CO              ,731 OAKRIDGE DRIVE            ,                              ,ROMEOVILLE          ,IL       ,60446  ,7,300,2139,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624009       ,0,20240201123000,953X021624,953       ,9,02162024,67014539  ,02122024,TARKETT                       ,JCF OF LOCKPORT/CARPETING ETC ,1349 ENTERPRISE DRIVE         ,                              ,ROMEOVILLE          ,IL       ,60446  ,2,793,33,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624010       ,0,20240201123000,953X021624,953       ,10,02162024,13790304  ,02152024,ENGINEERED FLOORS             ,KEY CARPET CORPORATION        ,10847 SOUTH CENTRAL           ,                              ,OAK LAWN            ,IL       ,60453  ,1,144,772,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624011       ,0,20240201123000,953X021624,953       ,11,02162024,13790303  ,02152024,ENGINEERED FLOORS             ,KEY CARPET CORPORATION        ,10847 SOUTH CENTRAL           ,                              ,OAK LAWN            ,IL       ,60453  ,3,249,1105,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624012       ,0,20240201123000,953X021624,953       ,12,02162024,13950977  ,02092024,ENGINEERED FLOORS             ,KEY CARPET CORPORATION        ,10847 SOUTH CENTRAL           ,                              ,OAK LAWN            ,IL       ,60453  ,2,16,243,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624013       ,0,20240321212817,953X021624,953       ,13,02162024,13790299  ,02152024,ENGINEERED FLOORS             ,CARPET SHOWCASE DISTRIBUTORS  ,29 E 25TH STREET              ,                              ,CHICAGO HEIGHTS     ,IL       ,60411  ,7,1470,4867,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624014       ,0,20240201123000,953X021624,953       ,14,02162024,68666337  ,02092024,HALSTEAD INTL                 ,HOME DEPOT 6919               ,20101 LAGRANGE ROAD           ,                              ,FRANKFORT           ,IL       ,60423  ,2,0,1910,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624015       ,0,20240201123000,953X021624,953       ,15,02162024,68655603  ,02122024,NOURISON RUG CORP             ,HOME DEPOT 6919               ,20101 LAGRANGE ROAD           ,                              ,FRANKFORT           ,IL       ,60423  ,1,0,267,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
953X021624016       ,0,20240201123000,953X021624,953       ,16,02162024,13790242  ,02132024,ENGINEERED FLOORS             ,THE FLOORING GUYS INC         ,"2241 OAKLEAF STREET, UNIT 2   ",                              ,JOLIET              ,IL       ,60436  ,1,49,193,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624001       ,0,20240201123000,958X021624,958       ,1,02162024,41750730  ,02152024,HERREGAN DISTRIBUTORS         ,YS WAY FLOORING INC           ,500 MILFORD STREET            ,                              ,WATERTOWN           ,WI       ,53094  ,1,0,35,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624002       ,0,20240201123000,958X021624,958       ,2,02162024,13881279  ,02132024,ENGINEERED FLOORS             ,BISBEES FLOORING CENTER       ,1591 W MAIN STREET            ,                              ,SUN PRAIRIE         ,WI       ,53590  ,1,24,119,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624003       ,0,20240201123000,958X021624,958       ,3,02162024,12612522  ,02132024,ENGINEERED FLOORS             ,SHERWIN WILLIAMS 1396         ,5241 FEMRITE DRIVE            ,                              ,MADISON             ,WI       ,53718  ,1,120,393,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624004       ,0,20240201123000,958X021624,958       ,4,02162024,41750728  ,02152024,HERREGAN DISTRIBUTORS         ,C T W FLOORING                ,4313 TRIANGLE ST              ,                              ,MCFARLAND           ,WI       ,53558  ,1,0,979,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624005       ,0,20240201123000,958X021624,958       ,5,02162024,41750749  ,02152024,HERREGAN DISTRIBUTORS         ,C T W FLOORING                ,4313 TRIANGLE ST              ,                              ,MCFARLAND           ,WI       ,53558  ,1,0,534,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624006       ,0,20240201123000,958X021624,958       ,6,02162024,41750750  ,02152024,HERREGAN DISTRIBUTORS         ,C T W FLOORING                ,4313 TRIANGLE ST              ,                              ,MCFARLAND           ,WI       ,53558  ,1,0,30,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624007       ,0,20240201123000,958X021624,958       ,7,02162024,13881213  ,02132024,ENGINEERED FLOORS             ,CARPETS PLUS/MADISON          ,7881 BIG SKY DRIVE            ,                              ,MADISON             ,WI       ,53719  ,1,18,67,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624008       ,0,20240201123000,958X021624,958       ,8,02162024,41750297  ,02142024,FLORSTAR/BRAUNS WHSE          ,"WILLOW CREEK FLOORING, LLC    ",742 PHILLIPS BLVD             ,                              ,SAUK CITY           ,WI       ,53583  ,3,11,177,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624009       ,0,20240201123000,958X021624,958       ,9,02162024,FA039555  ,02152024,BRAUNS WHSE/MILWAUKEE         ,JAECKLE WHOLESALE/BILLING     ,4101 OWL CREEK DRIVE          ,                              ,MADISON             ,WI       ,53718  ,2,0,80,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
958X021624010       ,0,20240201123000,958X021624,958       ,10,02162024,68872687  ,02152024,PERRINS SURFACE SOLUTIONS LLC ,JAECKLE WHSE/RETURNS          ,4101 OWL CREEK DRIVE          ,                              ,MADISON             ,WI       ,53718  ,1,0,80,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624001       ,0,20240201123000,960X021624,960       ,1,02162024,13458337  ,02142024,MOHAWK DALTON                 ,HOME DEPOT 1264               ,7600 COMMONS BLVD             ,                              ,VICTOR              ,NY       ,14564  ,1,5,26,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624002       ,0,20240201123000,960X021624,960       ,2,02162024,68976504  ,02092024,DEDICATED LLC/FABRICA WHSE    ,ETHAN ALLEN SERVICE CENTER    ,7930 RAE BLVD                 ,                              ,VICTOR              ,NY       ,14564  ,1,9,33,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624003       ,0,20240201123000,960X021624,960       ,3,02162024,13951049  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1246               ,770 JEFFERSON RD              ,                              ,HENRIETTA           ,NY       ,14623  ,1,120,393,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624004       ,0,20240201123000,960X021624,960       ,4,02162024,68972362  ,02132024,ORIENTAL WEAVERS              ,HOME DEPOT 1246               ,770 JEFFERSON RD              ,                              ,HENRIETTA           ,NY       ,14623  ,1,100,281,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624005       ,0,20240201123000,960X021624,960       ,5,02162024,13951237  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1246               ,770 JEFFERSON RD              ,                              ,HENRIETTA           ,NY       ,14623  ,1,120,533,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624006       ,0,20240201123000,960X021624,960       ,6,02162024,13950886  ,02092024,ENGINEERED FLOORS             ,BILLS CARPET CENTER           ,"400 JEFFERSON ROAD, STE 4     ",                              ,ROCHESTER           ,NY       ,14623  ,1,285,1841,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624007       ,0,20240201123000,960X021624,960       ,7,02162024,13881167  ,02122024,ENGINEERED FLOORS             ,BILLS CARPET CENTER           ,"400 JEFFERSON ROAD, STE 4     ",                              ,ROCHESTER           ,NY       ,14623  ,2,400,2287,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624008       ,0,20240201123000,960X021624,960       ,8,02162024,13951096  ,02122024,ENGINEERED FLOORS             ,BILLS CARPET CENTER           ,"400 JEFFERSON ROAD, STE 4     ",                              ,ROCHESTER           ,NY       ,14623  ,1,56,390,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624009       ,0,20240201123000,960X021624,960       ,9,02162024,13951446  ,02142024,ENGINEERED FLOORS             ,BILLS CARPET CENTER           ,"400 JEFFERSON ROAD, STE 4     ",                              ,ROCHESTER           ,NY       ,14623  ,1,42,203,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624010       ,0,20240201123000,960X021624,960       ,10,02162024,13881184  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1264               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,98,475,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624011       ,0,20240201123000,960X021624,960       ,11,02162024,13881197  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1244               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,36,208,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624012       ,0,20240201123000,960X021624,960       ,12,02162024,13951135  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1244               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,30,150,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624013       ,0,20240201123000,960X021624,960       ,13,02162024,13951136  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1244               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,48,214,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624014       ,0,20240201123000,960X021624,960       ,14,02162024,41749599  ,02122024,SHAW DC EAST                  ,HOME DEPOT 1278               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,37,214,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624015       ,0,20240201123000,960X021624,960       ,15,02162024,13458213  ,02132024,MOHAWK CALHOUN                ,HOME DEPOT 1264               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,78,333,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624016       ,0,20240201123000,960X021624,960       ,16,02162024,68972693  ,02122024,LEXMARK/TARKETT HOSPITALITY   ,HOME DEPOT 1273               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,25,126,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624017       ,0,20240201123000,960X021624,960       ,17,02162024,13458079  ,02132024,MOHAWK IVC                    ,HOME DEPOT 1273               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,29,79,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624018       ,0,20240201123000,960X021624,960       ,18,02162024,13458155  ,02132024,MOHAWK DALTON                 ,HOME DEPOT 1247               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,60,196,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624019       ,0,20240201123000,960X021624,960       ,19,02162024,13458198  ,02132024,MOHAWK CALHOUN                ,HOME DEPOT 1264               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,35,161,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624020       ,0,20240201123000,960X021624,960       ,20,02162024,13458202  ,02132024,MOHAWK CALHOUN                ,HOME DEPOT 1246               ,C/O AMERICAN CPT/ROCHESTER    ,18 INDUSTRIAL PARK CIRCLE-REAR,ROCHESTER           ,NY       ,14624  ,1,50,266,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624021       ,0,20240201123000,960X021624,960       ,21,02162024,12778505  ,02092024,MANNINGTON MILLS/CALHOUN      ,MCO FLOORING LLC              ,200 METRO PK                  ,                              ,ROCHESTER           ,NY       ,14623  ,1,0,418,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624022       ,0,20240201123000,960X021624,960       ,22,02162024,13457911  ,02102024,MOHAWK IVC                    ,HOME DEPOT 1244               ,1250 WEST RIDGE ROAD          ,                              ,GREECE              ,NY       ,14615  ,1,102,321,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624023       ,0,20240201123000,960X021624,960       ,23,02162024,68972461  ,02122024,NANCE CARPET & RUG CO INC     ,HOME DEPOT 1244               ,1250 WEST RIDGE ROAD          ,                              ,GREECE              ,NY       ,14615  ,1,167,500,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624024       ,0,20240201123000,960X021624,960       ,24,02162024,13727933  ,02122024,FOSS FLOORS                   ,HOME DEPOT 1273               ,1111 EAST RIDGE ROAD          ,                              ,ROCHESTER           ,NY       ,14621  ,1,166,144,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624025       ,0,20240201123000,960X021624,960       ,25,02162024,13458052  ,02132024,MOHAWK IVC                    ,HOME DEPOT 1273               ,1111 EAST RIDGE ROAD          ,                              ,ROCHESTER           ,NY       ,14621  ,2,211,641,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624026       ,0,20240201123000,960X021624,960       ,26,02162024,13951485  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1273               ,1111 EAST RIDGE ROAD          ,                              ,ROCHESTER           ,NY       ,14621  ,2,253,771,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624027       ,0,20240201123000,960X021624,960       ,27,02162024,13951157  ,02122024,ENGINEERED FLOORS             ,QUALITY CARPETS               ,1133 NORTON ST                ,                              ,ROCHESTER           ,NY       ,14621  ,4,513,3053,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624028       ,0,20240201123000,960X021624,960       ,28,02162024,41749544  ,02102024,DIXIE HOME/MASLAND            ,THE FLOORING WORKS            ,444 WEST COMMERCIAL STREET    ,                              ,EAST ROCHESTER      ,NY       ,14445  ,1,17,133,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624029       ,0,20240201123000,960X021624,960       ,29,02162024,41749542  ,02102024,DIXIE HOME/MASLAND            ,CHRISTIAN FLOORING            ,4655 WEST RIDGE ROAD          ,                              ,SPENCERPORT         ,NY       ,14559  ,1,35,217,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
960X021624030       ,0,20240201123000,960X021624,960       ,30,02162024,68972552  ,02132024,CONTROLLED PRODUCTS           ,CALEDONIA MUMFORD CSD-HIGHSCHO,99 NORTH ST                   ,                              ,CALEDONIA           ,NY       ,14423  ,2,80,725,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624001       ,0,20240201123000,962X021624,962       ,1,02162024,68942837  ,02132024,MANNINGTON-DALTON PHENIX      ,HOME DEPOT 8958               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,29,91,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624002       ,0,20240201123000,962X021624,962       ,2,02162024,13951498  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1206               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,28,79,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624003       ,0,20240201123000,962X021624,962       ,3,02162024,13951373  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1202               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,66,374,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624004       ,0,20240201123000,962X021624,962       ,4,02162024,13951264  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1208               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,17,66,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624005       ,0,20240201123000,962X021624,962       ,5,02162024,13458309  ,02142024,MOHAWK CHATSWORTH             ,HOME DEPOT 1265               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,28,86,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624006       ,0,20240201123000,962X021624,962       ,6,02162024,13458306  ,02142024,MOHAWK CHATSWORTH             ,HOME DEPOT 1213               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,47,164,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624007       ,0,20240201123000,962X021624,962       ,7,02162024,13458297  ,02142024,MOHAWK CHATSWORTH             ,HOME DEPOT 1272               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,18,65,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
962X021624008       ,0,20240201123000,962X021624,962       ,8,02162024,13458296  ,02142024,MOHAWK CHATSWORTH             ,HOME DEPOT 1272               ,C/O USIG/HOLTSVILLE           ,925 WAVERLY AVE               ,HOLTSVILLE          ,NY       ,11742  ,1,109,404,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
